record_id,api_name,smiles,molecular_weight,logP,pKa,aqueous_solubility_log,bcs_class,decomposition_onset_c,tg_predicted_celsius,hygroscopicity_class,polymorphism_risk_tier,particle_size_d50_um,bulk_density_g_ml,tapped_density_g_ml,true_density_g_cm3,flow_properties_carr_index,dose_mg,asd_suitability_score,excipient_name,functional_role,compatibility_tier,composite_compatibility,disc_match_score,fir_match_score,api_fir_spectrum,moisture_stability,polymorphic_risk,confidence_level,concentration_range_pct,is_most_compatible,alternatives_for_role,rejected_excipients,shap_values_per_excipient,primary_technique,technique_confidence,process_parameters,alternative_techniques,desirability_weight,rejection_reason_primary,formulation_strategy
AB-2736,Meropenem,C[C@@H]1C2CC(=C(N)O)N2C(=O)[C@H]1SC1CNC(CN)=N1,383.71,-3.8,"[3.0, 7.4]",-2.92,IV,199.0,,high,low,65.2,0.53,0.66,1.43,23.9,500,70.7,Kollidon VA 64,polymer_carrier,3,0.65,0.67,0.66,"{""wavenumbers"": [738, 913, 1036, 1236, 1446, 1616, 1725, 2964, 3293], ""absorbance"": [0.75, 0.154, 0.546, 0.781, 0.751, 0.922, 0.071, 0.675, 0.645], ""mw_ref"": 383.71}",0.48,0.09,0.69,"{""min"": 20, ""max"": 61, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPMC-AS MF"", ""compatibility_score"": 0.808}, {""excipient"": ""Soluplus"", ""compatibility_score"": 0.871}]","[{""excipient"": ""Eudragit EPO"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 2.309}, {""excipient"": ""HPMC-AS LF"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 1.285}]","[-0.0041, 0.0371, -0.0027, 0.0103, -0.0001, 0.0171, 0.0171, 0.0224]",spray_drying,0.698,"[{""parameter"": ""inlet_temp_c"", ""value"": 179.5}, {""parameter"": ""outlet_temp_c"", ""value"": 78.95}, {""parameter"": ""feed_conc_pct"", ""value"": 6.34}, {""parameter"": ""atomization_pressure_bar"", ""value"": 3.2}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.727}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.622}]",0.44,high_residual_solvent_risk,amorphous_solid_dispersion
AB-2737,Ritonavir,CC(C)c1nc(CN(C)C(=O)c2csc(n2)C(C)C)cs1,720.85,6.69,[],-5.73,II,127.0,,low,high,60.4,0.3,0.37,1.16,29.3,100,98.0,HPMC-AS LF,polymer_carrier,2,0.77,0.79,0.79,"{""wavenumbers"": [741, 896, 1037, 1248, 1459, 1628, 1717, 2937, 3286], ""absorbance"": [0.966, 0.128, 0.111, 0.323, 0.934, 0.752, 0.385, 0.959, 0.981], ""mw_ref"": 720.85}",0.85,0.5,0.74,"{""min"": 20, ""max"": 59, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PVP K30"", ""compatibility_score"": 0.746}, {""excipient"": ""PVP K17"", ""compatibility_score"": 0.74}]","[{""excipient"": ""Copovidone"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.811}, {""excipient"": ""HPMC-AS HF"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 2.0}]","[0.0593, 0.0228, 0.0243, 0.0037, 0.008, -0.0036, 0.019, 0.0142]",coprecipitation,0.723,"[{""parameter"": ""antisolvent_ratio"", ""value"": 14.29}, {""parameter"": ""precipitation_temp_c"", ""value"": 6.54}, {""parameter"": ""drying_time_h"", ""value"": 41.73}, {""parameter"": ""polymer_drug_ratio"", ""value"": 2.96}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.501}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.798}]",0.48,thermodynamic_incompatibility_chi_exceeds_threshold,amorphous_solid_dispersion
AB-2738,Metformin,CN(C)C(=N)NC(=N)N,128.82,-6.07,"[2.8, 11.5]",0.78,III,241.8,,medium,low,76.8,0.53,0.72,1.5,23.4,500,20.0,Lactose monohydrate,filler_binder,3,0.59,0.53,0.5,"{""wavenumbers"": [743, 886, 1036, 1235, 1462, 1614, 1734, 2935, 3308], ""absorbance"": [0.146, 0.068, 0.417, 0.142, 0.265, 0.29, 0.365, 0.548, 0.343], ""mw_ref"": 128.82}",0.69,0.06,0.58,"{""min"": 30, ""max"": 72, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPC LF"", ""compatibility_score"": 0.82}, {""excipient"": ""DCPA"", ""compatibility_score"": 0.743}]","[{""excipient"": ""Starch 1500"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 2.301}, {""excipient"": ""DCPA"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 2.1}]","[-0.0976, 0.0013, 0.0057, -0.0036, 0.0115, 0.0339, 0.0823, -0.0218]",direct_compression,0.556,"[{""parameter"": ""compression_force_kn"", ""value"": 8.79}, {""parameter"": ""tablet_hardness_n"", ""value"": 182.13}, {""parameter"": ""disintegration_target_min"", ""value"": 16.9}, {""parameter"": ""punch_speed_rpm"", ""value"": 48.49}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.788}]",0.64,pH_incompatibility_solubility_precipitation,crystalline_suspension
AB-2739,Indomethacin,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,357.78,4.46,[4.5],-4.18,II,198.7,,low,high,40.3,0.37,0.52,1.35,27.6,25,96.9,Capmul MCM,lipid_base,2,0.73,0.73,0.72,"{""wavenumbers"": [738, 888, 1056, 1236, 1455, 1608, 1708, 2963, 3309], ""absorbance"": [0.251, 0.192, 0.271, 0.07, 0.992, 0.953, 0.214, 0.457, 0.931], ""mw_ref"": 357.78}",0.86,0.46,0.72,"{""min"": 20, ""max"": 32, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Captex 355"", ""compatibility_score"": 0.69}, {""excipient"": ""Labrasol"", ""compatibility_score"": 0.791}]","[{""excipient"": ""Captex 355"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 2.385}, {""excipient"": ""Gelucire 44/14"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 1.059}]","[0.0002, 0.0052, 0.0164, 0.0032, 0.003, -0.0388, 0.0211, 0.0158]",lipid_based_formulation,0.694,"[{""parameter"": ""lipid_content_pct"", ""value"": 53.56}, {""parameter"": ""hlb_value"", ""value"": 14.63}, {""parameter"": ""drug_loading_pct"", ""value"": 20.2}, {""parameter"": ""surfactant_ratio"", ""value"": 0.35}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.775}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.505}]",0.71,acid_base_interaction_proton_transfer,lipid_based_drug_delivery
AB-2740,Naproxen,CC(c1ccc2cccc(c2c1)OC)C(=O)O,230.99,2.99,[4.2],-2.42,II,248.9,,low,low,54.8,0.4,0.5,1.26,26.4,500,86.5,Eudragit EPO,polymer_carrier,2,0.81,0.78,0.75,"{""wavenumbers"": [758, 901, 1038, 1256, 1449, 1607, 1730, 2954, 3294], ""absorbance"": [0.481, 0.472, 0.425, 0.594, 0.963, 0.067, 0.085, 0.224, 0.8], ""mw_ref"": 230.99}",0.9,0.04,0.77,"{""min"": 20, ""max"": 69, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PVP K17"", ""compatibility_score"": 0.731}, {""excipient"": ""HPMC-AS LF"", ""compatibility_score"": 0.815}]","[{""excipient"": ""Copovidone"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 1.974}, {""excipient"": ""PVPVA 64"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 1.439}]","[0.0046, -0.0221, -0.0117, 0.0008, 0.0335, 0.0654, -0.0959, 0.0047]",coprecipitation,0.788,"[{""parameter"": ""antisolvent_ratio"", ""value"": 13.9}, {""parameter"": ""precipitation_temp_c"", ""value"": 15.17}, {""parameter"": ""drying_time_h"", ""value"": 15.19}, {""parameter"": ""polymer_drug_ratio"", ""value"": 1.3}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.687}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.816}]",0.4,,amorphous_solid_dispersion
AB-2741,Indomethacin,COc1ccc2c(c1)c(CC(=O)O)c(C)n2C(=O)c1ccc(Cl)cc1,356.69,4.3,[4.5],-4.26,II,196.0,,low,high,35.5,0.38,0.5,1.31,28.1,25,96.2,Gelucire 44/14,lipid_base,2,0.83,0.85,0.81,"{""wavenumbers"": [737, 906, 1039, 1242, 1441, 1627, 1715, 2951, 3301], ""absorbance"": [0.214, 0.523, 0.914, 0.153, 0.258, 0.394, 0.157, 0.973, 0.549], ""mw_ref"": 356.69}",0.99,0.49,0.83,"{""min"": 20, ""max"": 35, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Labrasol"", ""compatibility_score"": 0.764}, {""excipient"": ""Captex 355"", ""compatibility_score"": 0.719}]","[{""excipient"": ""Captex 355"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 2.093}, {""excipient"": ""Capmul MCM"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 1.716}]","[-0.0122, 0.0057, 0.0055, 0.0025, 0.0041, 0.0107, -0.0286, 0.0512]",lipid_based_formulation,0.772,"[{""parameter"": ""lipid_content_pct"", ""value"": 42.05}, {""parameter"": ""hlb_value"", ""value"": 12.73}, {""parameter"": ""drug_loading_pct"", ""value"": 6.24}, {""parameter"": ""surfactant_ratio"", ""value"": 0.12}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.727}, {""technique"": ""spray_drying"", ""confidence"": 0.74}]",0.16,,lipid_based_drug_delivery
AB-2742,Tamoxifen,CCC(=C(c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,371.21,7.14,[8.9],-6.1,II,100.1,,low,medium,56.5,0.39,0.52,1.21,28.2,20,98.0,PVP K30,polymer_carrier,2,0.8,0.76,0.76,"{""wavenumbers"": [757, 893, 1042, 1258, 1447, 1611, 1720, 2940, 3310], ""absorbance"": [0.407, 0.614, 0.897, 0.809, 0.542, 0.384, 0.834, 0.284, 0.27], ""mw_ref"": 371.21}",0.93,0.22,0.81,"{""min"": 20, ""max"": 70, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PVPVA 64"", ""compatibility_score"": 0.879}, {""excipient"": ""Eudragit EPO"", ""compatibility_score"": 0.764}]","[{""excipient"": ""Copovidone"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 2.379}, {""excipient"": ""Eudragit EPO"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 3.35}]","[-0.0472, 0.0434, 0.0793, 0.0196, -0.0039, 0.0396, 0.0186, 0.0395]",coprecipitation,0.809,"[{""parameter"": ""antisolvent_ratio"", ""value"": 15.21}, {""parameter"": ""precipitation_temp_c"", ""value"": 0.51}, {""parameter"": ""drying_time_h"", ""value"": 41.48}, {""parameter"": ""polymer_drug_ratio"", ""value"": 1.36}]","[{""technique"": ""spray_drying"", ""confidence"": 0.643}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.514}]",0.63,,amorphous_solid_dispersion
AB-2743,Prednisolone,OCC(=O)C1(O)CCC2C1(C)CCC1C2CCC3=CC(=O)CCC13,360.01,1.56,[],-1.49,I,235.8,,low,medium,44.3,0.44,0.59,1.33,26.6,30,57.1,TEC,plasticizer,2,0.77,0.73,0.71,"{""wavenumbers"": [739, 896, 1041, 1235, 1462, 1612, 1722, 2948, 3289], ""absorbance"": [0.883, 0.185, 0.794, 0.51, 0.74, 0.222, 0.572, 0.615, 0.942], ""mw_ref"": 360.01}",0.9,0.2,0.74,"{""min"": 5, ""max"": 15, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PEG 6000"", ""compatibility_score"": 0.697}, {""excipient"": ""TBC"", ""compatibility_score"": 0.642}]","[{""excipient"": ""PEG 6000"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 2.312}, {""excipient"": ""PEG 4000"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 1.46}]","[-0.0141, -0.014, 0.0016, 0.0011, 0.0259, 0.0861, 0.001, -0.0058]",hot_melt_coating,0.731,"[{""parameter"": ""coating_temp_c"", ""value"": 53.37}, {""parameter"": ""spray_rate_g_min"", ""value"": 10.39}, {""parameter"": ""pan_speed_rpm"", ""value"": 10.37}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 14.51}]","[{""technique"": ""direct_compression"", ""confidence"": 0.764}, {""technique"": ""wet_granulation"", ""confidence"": 0.639}]",0.23,melting_point_depression_below_processing_window,solid_solution
AB-2744,Carbamazepine,c1ccc2c(c1)C=Cc1ccccc1N2C(=O)N,236.93,2.33,[],-2.43,II,233.9,,low,high,38.0,0.37,0.54,1.32,25.7,200,79.3,PEG 6000,plasticizer,2,0.71,0.71,0.65,"{""wavenumbers"": [760, 905, 1055, 1257, 1435, 1624, 1731, 2958, 3305], ""absorbance"": [0.891, 0.672, 0.973, 0.395, 0.826, 0.12, 0.402, 0.255, 0.818], ""mw_ref"": 236.93}",0.87,0.45,0.71,"{""min"": 5, ""max"": 18, ""unit"": ""% w/w""}",False,"[{""excipient"": ""TEC"", ""compatibility_score"": 0.771}, {""excipient"": ""TBC"", ""compatibility_score"": 0.732}]","[{""excipient"": ""PEG 4000"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 1.133}, {""excipient"": ""TBC"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 1.207}]","[0.0131, -0.0072, 0.0602, 0.071, 0.0183, 0.0068, 0.0037, 0.0099]",hot_melt_coating,0.658,"[{""parameter"": ""coating_temp_c"", ""value"": 52.18}, {""parameter"": ""spray_rate_g_min"", ""value"": 19.65}, {""parameter"": ""pan_speed_rpm"", ""value"": 16.19}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 13.78}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.6}, {""technique"": ""spray_drying"", ""confidence"": 0.671}]",0.36,melting_point_depression_below_processing_window,solid_solution
AB-2745,Fenofibrate,CCOC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1,360.77,5.16,[],-4.97,II,177.2,,low,low,31.8,0.35,0.46,1.19,29.2,145,98.0,Capmul MCM,lipid_base,2,0.78,0.74,0.7,"{""wavenumbers"": [750, 905, 1045, 1244, 1458, 1613, 1731, 2961, 3308], ""absorbance"": [0.697, 0.816, 0.815, 0.848, 0.814, 0.975, 0.825, 0.348, 0.693], ""mw_ref"": 360.77}",0.91,0.07,0.78,"{""min"": 20, ""max"": 65, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Captex 355"", ""compatibility_score"": 0.734}, {""excipient"": ""Labrasol"", ""compatibility_score"": 0.795}]","[{""excipient"": ""Captex 355"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 2.87}, {""excipient"": ""Labrasol"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 2.45}]","[0.0461, 0.0036, 0.0559, 0.0603, -0.0255, -0.007, 0.0112, 0.0127]",lipid_based_formulation,0.768,"[{""parameter"": ""lipid_content_pct"", ""value"": 77.14}, {""parameter"": ""hlb_value"", ""value"": 14.3}, {""parameter"": ""drug_loading_pct"", ""value"": 29.9}, {""parameter"": ""surfactant_ratio"", ""value"": 0.32}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.625}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.59}]",0.84,moisture_uptake_amorphous_collapse,lipid_based_drug_delivery
AB-2746,Amoxicillin,CC1(C)SC2C(NC(=O)C(N)c3ccc(O)cc3)C(=O)N2C1C(=O)O,364.9,0.74,"[2.7, 7.4, 9.6]",-0.93,III,195.5,,high,low,72.0,0.5,0.69,1.48,25.1,500,49.1,MCC PH101,filler_binder,2,0.72,0.76,0.72,"{""wavenumbers"": [758, 893, 1058, 1244, 1444, 1610, 1707, 2942, 3289], ""absorbance"": [0.082, 0.96, 0.33, 0.689, 0.469, 0.659, 0.43, 0.902, 0.212], ""mw_ref"": 364.9}",0.54,0.07,0.73,"{""min"": 30, ""max"": 59, ""unit"": ""% w/w""}",False,"[{""excipient"": ""DCPA"", ""compatibility_score"": 0.763}, {""excipient"": ""Starch 1500"", ""compatibility_score"": 0.787}]","[{""excipient"": ""Mannitol"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 2.386}, {""excipient"": ""HPC LF"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 2.015}]","[-0.009, 0.0081, -0.0003, 0.0237, -0.0483, 0.0132, 0.0003, 0.0363]",direct_compression,0.689,"[{""parameter"": ""compression_force_kn"", ""value"": 25.35}, {""parameter"": ""tablet_hardness_n"", ""value"": 127.73}, {""parameter"": ""disintegration_target_min"", ""value"": 24.5}, {""parameter"": ""punch_speed_rpm"", ""value"": 74.29}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.594}]",0.2,chemical_reactivity_esterification_risk,crystalline_suspension
AB-2747,Prednisolone,OCC(=O)C1(O)CCC2C1(C)CCC1C2CCC3=CC(=O)CCC13,360.4,1.6,[],-1.55,I,242.5,,low,medium,42.5,0.36,0.58,1.28,26.5,30,57.8,Starch 1500,filler_binder,2,0.78,0.76,0.73,"{""wavenumbers"": [760, 911, 1037, 1259, 1437, 1630, 1733, 2956, 3294], ""absorbance"": [0.232, 0.295, 0.944, 0.82, 0.568, 0.06, 0.173, 0.096, 0.091], ""mw_ref"": 360.4}",0.88,0.2,0.77,"{""min"": 30, ""max"": 63, ""unit"": ""% w/w""}",False,"[{""excipient"": ""MCC PH101"", ""compatibility_score"": 0.812}, {""excipient"": ""HPC LF"", ""compatibility_score"": 0.772}]","[{""excipient"": ""Mannitol"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 1.91}, {""excipient"": ""Lactose monohydrate"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 1.747}]","[0.0099, 0.0303, 0.0021, -0.0111, 0.003, 0.0163, -0.0423, 0.008]",wet_granulation,0.746,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 15.42}, {""parameter"": ""impeller_speed_rpm"", ""value"": 167.21}, {""parameter"": ""granulation_time_min"", ""value"": 17.88}, {""parameter"": ""drying_temp_c"", ""value"": 44.69}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.612}, {""technique"": ""direct_compression"", ""confidence"": 0.507}]",0.46,polymorphic_conversion_under_stress,crystalline_suspension
AB-2748,Carbamazepine,c1ccc2c(c1)C=Cc1ccccc1N2C(=O)N,236.39,2.1,[],-2.44,II,236.4,,low,high,42.6,0.38,0.56,1.34,27.9,200,77.7,Labrasol,lipid_base,2,0.76,0.8,0.74,"{""wavenumbers"": [747, 889, 1052, 1255, 1447, 1634, 1707, 2955, 3311], ""absorbance"": [0.131, 0.876, 0.547, 0.709, 0.177, 0.861, 0.339, 0.181, 0.458], ""mw_ref"": 236.39}",0.82,0.42,0.77,"{""min"": 20, ""max"": 48, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Capmul MCM"", ""compatibility_score"": 0.743}, {""excipient"": ""Gelucire 44/14"", ""compatibility_score"": 0.785}]","[{""excipient"": ""Captex 355"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 1.169}, {""excipient"": ""Capmul MCM"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 1.44}]","[-0.0107, 0.0057, 0.0116, -0.0112, 0.0003, 0.0103, 0.0335, 0.009]",lipid_based_formulation,0.746,"[{""parameter"": ""lipid_content_pct"", ""value"": 69.33}, {""parameter"": ""hlb_value"", ""value"": 14.28}, {""parameter"": ""drug_loading_pct"", ""value"": 7.94}, {""parameter"": ""surfactant_ratio"", ""value"": 0.16}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.659}, {""technique"": ""coprecipitation"", ""confidence"": 0.469}]",0.29,thermodynamic_incompatibility_chi_exceeds_threshold,lipid_based_drug_delivery
AB-2749,Metformin,CN(C)C(=N)NC(=N)N,129.28,-6.31,"[2.8, 11.5]",1.07,III,234.4,,medium,low,79.2,0.53,0.72,1.47,24.1,500,22.4,Starch 1500,filler_binder,3,0.58,0.53,0.5,"{""wavenumbers"": [743, 892, 1036, 1236, 1460, 1631, 1713, 2960, 3304], ""absorbance"": [0.427, 0.686, 0.504, 0.65, 0.546, 0.933, 0.83, 0.344, 0.608], ""mw_ref"": 129.28}",0.65,0.1,0.58,"{""min"": 30, ""max"": 70, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Lactose monohydrate"", ""compatibility_score"": 0.779}, {""excipient"": ""DCPA"", ""compatibility_score"": 0.775}]","[{""excipient"": ""HPC LF"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.832}, {""excipient"": ""MCC PH101"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 1.15}]","[0.0086, 0.0187, 0.0194, -0.0001, -0.0058, 0.0537, 0.0161, 0.0227]",wet_granulation,0.561,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 17.3}, {""parameter"": ""impeller_speed_rpm"", ""value"": 389.16}, {""parameter"": ""granulation_time_min"", ""value"": 16.34}, {""parameter"": ""drying_temp_c"", ""value"": 50.51}]","[{""technique"": ""direct_compression"", ""confidence"": 0.537}]",0.82,hygroscopicity_induced_phase_separation,crystalline_suspension
AB-2750,Fluconazole,OC(Cn1ccnc1)(Cn1ccnc1)c1ccc(F)cc1F,306.41,0.16,[],-1.13,I,135.3,,low,low,59.5,0.51,0.61,1.35,23.2,100,46.5,HPC LF,filler_binder,2,0.77,0.71,0.72,"{""wavenumbers"": [754, 901, 1063, 1239, 1462, 1608, 1706, 2948, 3301], ""absorbance"": [0.08, 0.348, 0.531, 0.233, 0.916, 0.867, 0.687, 0.392, 0.393], ""mw_ref"": 306.41}",0.87,0.02,0.75,"{""min"": 30, ""max"": 63, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Lactose monohydrate"", ""compatibility_score"": 0.769}, {""excipient"": ""DCPA"", ""compatibility_score"": 0.775}]","[{""excipient"": ""Lactose monohydrate"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 1.544}, {""excipient"": ""Mannitol"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 1.678}]","[0.0094, -0.0316, 0.0718, 0.0177, -0.0057, 0.0408, 0.0033, 0.0848]",wet_granulation,0.703,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 21.9}, {""parameter"": ""impeller_speed_rpm"", ""value"": 134.99}, {""parameter"": ""granulation_time_min"", ""value"": 13.63}, {""parameter"": ""drying_temp_c"", ""value"": 42.4}]","[{""technique"": ""direct_compression"", ""confidence"": 0.782}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.585}]",0.54,oxidative_degradation_peroxide_content,crystalline_suspension
AB-2751,Mefenamic acid,O=C(O)c1ccccc1Nc1cccc(C)c1C,240.93,5.12,[4.2],-4.87,II,228.8,,low,medium,53.9,0.4,0.55,1.22,27.8,500,98.0,Gelucire 44/14,lipid_base,2,0.8,0.78,0.76,"{""wavenumbers"": [746, 914, 1053, 1262, 1442, 1629, 1709, 2950, 3306], ""absorbance"": [0.305, 0.328, 0.391, 0.907, 0.282, 0.227, 0.587, 0.236, 0.992], ""mw_ref"": 240.93}",0.91,0.27,0.79,"{""min"": 20, ""max"": 47, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Capmul MCM"", ""compatibility_score"": 0.759}, {""excipient"": ""Captex 355"", ""compatibility_score"": 0.689}]","[{""excipient"": ""Labrasol"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 1.705}, {""excipient"": ""Captex 355"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 1.184}]","[0.0142, 0.0198, 0.0016, 0.0867, 0.0036, -0.0185, 0.0679, 0.0036]",lipid_based_formulation,0.758,"[{""parameter"": ""lipid_content_pct"", ""value"": 44.59}, {""parameter"": ""hlb_value"", ""value"": 13.42}, {""parameter"": ""drug_loading_pct"", ""value"": 11.45}, {""parameter"": ""surfactant_ratio"", ""value"": 0.28}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.723}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.467}]",0.35,,lipid_based_drug_delivery
AB-2752,Metronidazole,Cc1ncc([N+](=O)[O-])n1CCO,170.98,0.04,[2.5],-0.52,I,160.1,,low,low,57.5,0.5,0.64,1.42,22.6,400,47.1,HPC LF,filler_binder,2,0.79,0.78,0.71,"{""wavenumbers"": [754, 885, 1042, 1259, 1436, 1611, 1708, 2940, 3307], ""absorbance"": [0.28, 0.685, 0.562, 0.447, 0.353, 0.798, 0.427, 0.761, 0.475], ""mw_ref"": 170.98}",0.86,0.07,0.8,"{""min"": 30, ""max"": 73, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Starch 1500"", ""compatibility_score"": 0.716}, {""excipient"": ""Mannitol"", ""compatibility_score"": 0.871}]","[{""excipient"": ""Lactose monohydrate"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 1.157}, {""excipient"": ""Starch 1500"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 1.452}]","[0.0054, -0.009, 0.0485, 0.0061, -0.014, 0.0457, 0.0134, 0.0035]",wet_granulation,0.763,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 18.64}, {""parameter"": ""impeller_speed_rpm"", ""value"": 138.96}, {""parameter"": ""granulation_time_min"", ""value"": 11.81}, {""parameter"": ""drying_temp_c"", ""value"": 55.34}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.812}, {""technique"": ""direct_compression"", ""confidence"": 0.646}]",0.83,high_residual_solvent_risk,crystalline_suspension
AB-2753,Atenolol,CC(C)NCC(O)COc1ccc(CC(N)=O)cc1,266.49,0.33,[9.6],-0.88,III,145.4,,low,low,65.9,0.51,0.65,1.42,22.9,100,54.4,Lactose monohydrate,filler_binder,2,0.75,0.7,0.66,"{""wavenumbers"": [741, 914, 1049, 1237, 1452, 1627, 1713, 2944, 3285], ""absorbance"": [0.316, 0.313, 0.457, 0.131, 0.321, 0.915, 0.759, 0.386, 0.147], ""mw_ref"": 266.49}",0.94,0.11,0.76,"{""min"": 30, ""max"": 69, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Mannitol"", ""compatibility_score"": 0.813}, {""excipient"": ""DCPA"", ""compatibility_score"": 0.702}]","[{""excipient"": ""HPC LF"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 1.016}, {""excipient"": ""DCPA"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 2.856}]","[0.0197, 0.0014, 0.0079, 0.0043, 0.0046, -0.012, -0.0039, 0.0052]",direct_compression,0.756,"[{""parameter"": ""compression_force_kn"", ""value"": 8.91}, {""parameter"": ""tablet_hardness_n"", ""value"": 153.67}, {""parameter"": ""disintegration_target_min"", ""value"": 17.68}, {""parameter"": ""punch_speed_rpm"", ""value"": 72.85}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.646}]",0.63,hygroscopicity_induced_phase_separation,crystalline_suspension
