record_id,api_name,bcs_class,bcs_class_encoded,logP,aqueous_solubility_mg_ml,molecular_weight_da,pka,melting_point_c,dose_mg,dose_number,hsp_dispersive,hsp_polar,hsp_hydrogen,hsp_total,primary_excipient,excipient_role,excipient_Tg_c,excipient_mw_kda,excipient_hydrophilicity,chi_parameter,formulation_technique,compatibility_score,moisture_stability,polymorphic_risk,confidence_level,concentration_range_pct,is_most_compatible,alternatives_for_role,rejected_excipients,shap_values_per_excipient,primary_technique,technique_confidence,process_parameters,alternative_techniques,desirability_weight,rejection_reason_primary,formulation_strategy
EF-1371,Acyclovir,III,2,-1.56,2.5,225.2,2.3,256,400,0.16,17.43,11.46,17.49,27.22,Croscarmellose Na,disintegrant,N/A,N/A,hydrophilic,0.746,direct_compression,0.77,0.69,0.11,0.76,"{""min"": 5, ""max"": 5, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Magnesium stearate"", ""compatibility_score"": 0.561}, {""excipient"": ""Colloidal SiO2"", ""compatibility_score"": 0.67}]","[{""excipient"": ""HPC LF"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 0.806}, {""excipient"": ""Tween 80"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.238}]","[-0.0138, 0.0273, 0.0134, 0.0122, 0.0055, 0.0]",direct_compression,0.762,"[{""parameter"": ""compression_force_kn"", ""value"": 23.23, ""unit"": ""kN""}, {""parameter"": ""tablet_hardness_n"", ""value"": 177.41, ""unit"": ""N""}, {""parameter"": ""disintegration_target_min"", ""value"": 11.34, ""unit"": ""min""}, {""parameter"": ""punch_speed_rpm"", ""value"": 69.1, ""unit"": ""rpm""}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.791}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.537}]",0.46,,complexation_cyclodextrin
EF-1372,Griseofulvin,II,1,2.18,0.014,352.8,6.0,220,500,35.7,20.4,8.57,8.47,23.69,Poloxamer 188,solubilizer,-20,8.4,hydrophilic,0.487,lipid_based_formulation,0.718,0.83,0.11,0.72,"{""min"": 11, ""max"": 55, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Tween 80"", ""compatibility_score"": 0.803}, {""excipient"": ""Cremophor EL"", ""compatibility_score"": 0.807}]","[{""excipient"": ""CAP"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.01}, {""excipient"": ""CAT"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 0.01}]","[0.0182, -0.0491, 0.0081, -0.0233, 0.0044, 0.0205]",lipid_based_formulation,0.716,"[{""parameter"": ""lipid_content_pct"", ""value"": 65.39, ""unit"": ""%""}, {""parameter"": ""hlab_value"", ""value"": 9.42, ""unit"": ""dimensionless""}, {""parameter"": ""drug_loading_pct"", ""value"": 26.4, ""unit"": ""%""}, {""parameter"": ""surfactant_ratio"", ""value"": 0.29, ""unit"": ""w/w""}]","[{""technique"": ""wet_granulation"", ""confidence"": 0.764}, {""technique"": ""direct_compression"", ""confidence"": 0.714}]",0.82,,lipid_based_drug_delivery
EF-1373,Amoxicillin,III,2,0.87,3.4,365.4,2.7,195,500,0.147,18.92,11.08,12.15,25.07,MCC PH101,filler_binder,N/A,N/A,hydrophilic,0.01,wet_granulation,0.756,0.85,0.09,0.7,"{""min"": 52, ""max"": 80, ""unit"": ""% w/w""}",True,"[{""excipient"": ""Starch 1500"", ""compatibility_score"": 0.61}, {""excipient"": ""Lactose monohydrate"", ""compatibility_score"": 0.577}]","[{""excipient"": ""Colloidal SiO2"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 0.099}, {""excipient"": ""PEG 6000"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 0.31}]","[0.0092, 0.0057, 0.0083, 0.0173, 0.0046, 0.0182]",wet_granulation,0.707,"[{""parameter"": ""granulation_liquid_pct"", ""value"": 21.04, ""unit"": ""%""}, {""parameter"": ""impeller_speed_rpm"", ""value"": 362.94, ""unit"": ""rpm""}, {""parameter"": ""granulation_time_min"", ""value"": 16.98, ""unit"": ""min""}, {""parameter"": ""drying_temp_c"", ""value"": 58.4, ""unit"": ""\u00b0C""}]","[{""technique"": ""hot_melt_extrusion"", ""confidence"": 0.8}, {""technique"": ""direct_compression"", ""confidence"": 0.605}]",0.18,,co_crystal
EF-1374,Danazol,II,1,4.46,0.0008,337.5,8.5,225,200,250.0,21.88,4.94,6.84,23.45,Soluplus,ASD_polymer,70,118,amphiphilic,1.049,spray_drying,0.729,0.8,0.13,0.76,"{""min"": 46, ""max"": 72, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPMC AS-MF"", ""compatibility_score"": 0.554}, {""excipient"": ""Eudragit L100"", ""compatibility_score"": 0.623}]","[{""excipient"": ""HPMC E15"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.143}, {""excipient"": ""Talc"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.324}]","[-0.0133, -0.0866, -0.0535, 0.0165, 0.0285, 0.0664]",spray_drying,0.753,"[{""parameter"": ""inlet_temp_c"", ""value"": 171.09, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 89.17, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 11.71, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 3.83, ""unit"": ""bar""}]","[{""technique"": ""direct_compression"", ""confidence"": 0.601}, {""technique"": ""hot_melt_coating"", ""confidence"": 0.578}]",0.8,melting_point_depression_below_processing_window,nanosizing
EF-1375,Amoxicillin,III,2,0.87,3.4,365.4,2.7,195,500,0.147,19.05,3.16,18.6,26.81,MCC PH101,filler_binder,N/A,N/A,hydrophilic,0.234,direct_compression,0.964,0.78,0.1,0.96,"{""min"": 55, ""max"": 77, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Magnesium stearate"", ""compatibility_score"": 0.711}, {""excipient"": ""Croscarmellose Na"", ""compatibility_score"": 0.581}]","[{""excipient"": ""Colloidal SiO2"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.47}, {""excipient"": ""Eudragit EPO"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.01}]","[0.0271, 0.0173, 0.0127, 0.0402, 0.0461, 0.08]",direct_compression,0.937,"[{""parameter"": ""compression_force_kn"", ""value"": 15.9, ""unit"": ""kN""}, {""parameter"": ""tablet_hardness_n"", ""value"": 192.97, ""unit"": ""N""}, {""parameter"": ""disintegration_target_min"", ""value"": 9.28, ""unit"": ""min""}, {""parameter"": ""punch_speed_rpm"", ""value"": 53.6, ""unit"": ""rpm""}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.47}, {""technique"": ""coprecipitation"", ""confidence"": 0.572}]",0.76,hygroscopicity_induced_phase_separation,nanosizing
EF-1376,Carbamazepine,II,1,2.45,0.112,236.3,11.4,190,200,1.79,20.0,7.89,14.97,26.2,Poloxamer 188,solubilizer,-20,8.4,hydrophilic,0.537,hot_melt_coating,0.808,0.78,0.4,0.73,"{""min"": 13, ""max"": 21, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PEG 6000"", ""compatibility_score"": 0.749}, {""excipient"": ""PEG 4000"", ""compatibility_score"": 0.643}]","[{""excipient"": ""TBC"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.01}, {""excipient"": ""TEC"", ""rejection_reason"": ""thermodynamic_incompatibility_chi_exceeds_threshold"", ""chi_parameter"": 0.489}]","[0.0343, 0.0093, 0.0091, 0.0454, 0.0019, 0.0531]",hot_melt_coating,0.729,"[{""parameter"": ""coating_temp_c"", ""value"": 64.33, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 6.8, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 29.55, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 10.37, ""unit"": ""%""}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.706}, {""technique"": ""direct_compression"", ""confidence"": 0.706}]",0.32,,micellar_solubilization
EF-1377,Testosterone,II,1,3.32,0.023,288.4,11.5,155,40,1.74,15.62,13.35,12.76,24.19,Eudragit L100,enteric_coat,130,135,amphiphilic,0.657,spray_drying,0.702,0.88,0.09,0.65,"{""min"": 8, ""max"": 41, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PVP K30"", ""compatibility_score"": 0.664}, {""excipient"": ""Soluplus"", ""compatibility_score"": 0.692}]","[{""excipient"": ""CAP"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.886}, {""excipient"": ""PVPVA 64"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.01}]","[0.1033, -0.0554, 0.1322, -0.0024, 0.0329, 0.0195]",spray_drying,0.638,"[{""parameter"": ""inlet_temp_c"", ""value"": 118.13, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 89.43, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 10.23, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 2.36, ""unit"": ""bar""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.633}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.457}]",0.57,,solid_solution
EF-1378,Danazol,II,1,4.46,0.0008,337.5,7.7,225,200,250.0,17.29,5.68,16.6,24.63,Soluplus,ASD_polymer,70,118,amphiphilic,1.0,hot_melt_extrusion,0.857,0.89,0.12,0.78,"{""min"": 20, ""max"": 50, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPMC AS-MF"", ""compatibility_score"": 0.837}, {""excipient"": ""PVPVA 64"", ""compatibility_score"": 0.607}]","[{""excipient"": ""Talc"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.399}, {""excipient"": ""Mannitol"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 1.445}]","[0.0555, -0.0113, 0.0001, -0.1229, 0.0068, -0.0743]",hot_melt_extrusion,0.786,"[{""parameter"": ""barrel_temp_c"", ""value"": 176.51, ""unit"": ""\u00b0C""}, {""parameter"": ""screw_speed_rpm"", ""value"": 181.95, ""unit"": ""rpm""}, {""parameter"": ""feed_rate_g_min"", ""value"": 4.31, ""unit"": ""g/min""}, {""parameter"": ""residence_time_min"", ""value"": 2.04, ""unit"": ""min""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.461}, {""technique"": ""lipid_based_formulation"", ""confidence"": 0.464}]",0.53,chemical_reactivity_esterification_risk,co_crystal
EF-1379,Captopril,III,2,0.34,160.0,217.3,3.7,104,25,0.0002,16.17,3.2,6.28,17.64,MCC PH101,filler_binder,N/A,N/A,hydrophilic,0.33,direct_compression,0.65,0.74,0.11,0.62,"{""min"": 48, ""max"": 76, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Mannitol"", ""compatibility_score"": 0.826}, {""excipient"": ""Magnesium stearate"", ""compatibility_score"": 0.831}]","[{""excipient"": ""PEG 6000"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.01}, {""excipient"": ""Crospovidone"", ""rejection_reason"": ""hygroscopicity_induced_phase_separation"", ""chi_parameter"": 0.542}]","[0.0244, 0.0039, 0.0262, 0.0031, -0.0124, 0.0064]",direct_compression,0.637,"[{""parameter"": ""compression_force_kn"", ""value"": 17.27, ""unit"": ""kN""}, {""parameter"": ""tablet_hardness_n"", ""value"": 169.11, ""unit"": ""N""}, {""parameter"": ""disintegration_target_min"", ""value"": 6.04, ""unit"": ""min""}, {""parameter"": ""punch_speed_rpm"", ""value"": 23.52, ""unit"": ""rpm""}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.698}, {""technique"": ""coprecipitation"", ""confidence"": 0.744}]",0.22,polymorphic_conversion_under_stress,lipid_based_drug_delivery
EF-1380,Glibenclamide,II,1,4.79,0.004,494.0,5.3,170,5,1.25,19.5,5.39,5.3,20.91,Poloxamer 188,solubilizer,-20,8.4,hydrophilic,1.696,hot_melt_coating,0.688,0.86,0.21,0.71,"{""min"": 17, ""max"": 54, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PEG 4000"", ""compatibility_score"": 0.833}, {""excipient"": ""PEG 6000"", ""compatibility_score"": 0.678}]","[{""excipient"": ""Tween 80"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.365}, {""excipient"": ""Gelucire 44/14"", ""rejection_reason"": ""pH_incompatibility_solubility_precipitation"", ""chi_parameter"": 0.269}]","[0.0051, -0.0594, 0.0328, 0.0577, 0.0134, 0.0183]",hot_melt_coating,0.69,"[{""parameter"": ""coating_temp_c"", ""value"": 89.69, ""unit"": ""\u00b0C""}, {""parameter"": ""spray_rate_g_min"", ""value"": 16.56, ""unit"": ""g/min""}, {""parameter"": ""pan_speed_rpm"", ""value"": 25.42, ""unit"": ""rpm""}, {""parameter"": ""coating_weight_gain_pct"", ""value"": 11.39, ""unit"": ""%""}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.516}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.481}]",0.77,pH_incompatibility_solubility_precipitation,micellar_solubilization
EF-1381,Spironolactone,II,1,2.76,0.028,416.6,2.5,207,100,3.57,17.12,4.26,19.39,26.21,Soluplus,ASD_polymer,70,118,amphiphilic,0.057,spray_drying,0.738,0.97,0.39,0.7,"{""min"": 21, ""max"": 80, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Eudragit L100"", ""compatibility_score"": 0.772}, {""excipient"": ""PVP K30"", ""compatibility_score"": 0.707}]","[{""excipient"": ""PVPVA 64"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.01}, {""excipient"": ""DCPA"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 0.439}]","[0.0156, -0.0192, -0.0, 0.0408, 0.0027, -0.0039]",spray_drying,0.69,"[{""parameter"": ""inlet_temp_c"", ""value"": 145.69, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 74.52, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 2.59, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 2.53, ""unit"": ""bar""}]","[{""technique"": ""coprecipitation"", ""confidence"": 0.774}, {""technique"": ""hot_melt_extrusion"", ""confidence"": 0.452}]",0.32,oxidative_degradation_peroxide_content,amorphous_solid_dispersion
EF-1382,Celecoxib,II,1,3.59,0.005,381.4,11.1,157,200,40.0,15.99,4.95,14.37,22.06,HPC LF,binder,N/A,95,hydrophilic,1.095,nanosuspension,0.536,0.79,0.06,0.51,"{""min"": 6, ""max"": 29, ""unit"": ""% w/w""}",False,"[{""excipient"": ""SDS"", ""compatibility_score"": 0.763}, {""excipient"": ""Poloxamer 188"", ""compatibility_score"": 0.821}]","[{""excipient"": ""Poloxamer 407"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 0.141}, {""excipient"": ""Eudragit S100"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.01}]","[0.0088, 0.0852, 0.0713, 0.0252, 0.0132, 0.0145]",nanosuspension,0.497,"[{""parameter"": ""particle_size_nm"", ""value"": 104.17, ""unit"": ""nm""}, {""parameter"": ""polydispersity_index"", ""value"": 0.22, ""unit"": ""dimensionless""}, {""parameter"": ""zeta_potential_mv"", ""value"": -38.96, ""unit"": ""mV""}, {""parameter"": ""stabilizer_conc_pct"", ""value"": 1.56, ""unit"": ""%""}]","[{""technique"": ""spray_drying"", ""confidence"": 0.691}, {""technique"": ""coprecipitation"", ""confidence"": 0.475}]",0.23,hygroscopicity_induced_phase_separation,complexation_cyclodextrin
EF-1383,Hydrochlorothiazide,IV,3,0.07,0.722,297.7,7.9,273,25,0.035,20.01,10.34,7.84,23.85,HPMC AS-MF,ASD_polymer,119,18,amphiphilic,0.228,hot_melt_extrusion,0.718,0.98,0.06,0.7,"{""min"": 50, ""max"": 71, ""unit"": ""% w/w""}",False,"[{""excipient"": ""PVP K12"", ""compatibility_score"": 0.807}, {""excipient"": ""Copovidone"", ""compatibility_score"": 0.628}]","[{""excipient"": ""PVP K12"", ""rejection_reason"": ""polymorphic_conversion_under_stress"", ""chi_parameter"": 0.296}, {""excipient"": ""Cremophor EL"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.158}]","[0.0899, 0.0371, 0.0256, -0.0031, -0.0276, 0.076]",hot_melt_extrusion,0.67,"[{""parameter"": ""barrel_temp_c"", ""value"": 138.29, ""unit"": ""\u00b0C""}, {""parameter"": ""screw_speed_rpm"", ""value"": 174.96, ""unit"": ""rpm""}, {""parameter"": ""feed_rate_g_min"", ""value"": 4.4, ""unit"": ""g/min""}, {""parameter"": ""residence_time_min"", ""value"": 6.34, ""unit"": ""min""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.535}, {""technique"": ""spray_drying"", ""confidence"": 0.665}]",0.46,hygroscopicity_induced_phase_separation,salt_formation
EF-1384,Ketoprofen,II,1,3.12,0.051,254.3,4.5,94,100,1.96,20.07,2.53,3.24,20.49,PVP K30,ASD_polymer,175,50,hydrophilic,0.697,coprecipitation,0.827,0.66,0.09,0.81,"{""min"": 44, ""max"": 56, ""unit"": ""% w/w""}",True,"[{""excipient"": ""PVPVA 64"", ""compatibility_score"": 0.808}, {""excipient"": ""HPMC AS-LF"", ""compatibility_score"": 0.625}]","[{""excipient"": ""PVPVA 64"", ""rejection_reason"": ""acid_base_interaction_proton_transfer"", ""chi_parameter"": 0.583}, {""excipient"": ""CAT"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.727}]","[0.027, 0.0403, -0.0105, 0.0406, 0.0017, -0.1816]",coprecipitation,0.801,"[{""parameter"": ""antisolvent_ratio"", ""value"": 10.04, ""unit"": ""v/v""}, {""parameter"": ""precipitation_temp_c"", ""value"": 18.03, ""unit"": ""\u00b0C""}, {""parameter"": ""drying_time_h"", ""value"": 12.91, ""unit"": ""h""}, {""parameter"": ""polymer_drug_ratio"", ""value"": 2.76, ""unit"": ""w/w""}]","[{""technique"": ""hot_melt_coating"", ""confidence"": 0.661}, {""technique"": ""spray_drying"", ""confidence"": 0.551}]",0.26,,nanosizing
EF-1385,Danazol,II,1,4.46,0.0008,337.5,2.4,225,200,250.0,20.04,10.69,8.47,24.24,Gelucire 44/14,lipid_base,44,1.5,amphiphilic,0.901,lipid_based_formulation,0.928,0.98,0.17,0.85,"{""min"": 5, ""max"": 59, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Cremophor EL"", ""compatibility_score"": 0.552}, {""excipient"": ""Tween 80"", ""compatibility_score"": 0.551}]","[{""excipient"": ""HPMC K15M"", ""rejection_reason"": ""chemical_reactivity_esterification_risk"", ""chi_parameter"": 1.571}, {""excipient"": ""Gelucire 44/14"", ""rejection_reason"": ""moisture_uptake_amorphous_collapse"", ""chi_parameter"": 0.206}]","[0.0024, -0.0029, 0.0323, 0.0421, 0.1155, -0.0058]",lipid_based_formulation,0.822,"[{""parameter"": ""lipid_content_pct"", ""value"": 56.96, ""unit"": ""%""}, {""parameter"": ""hlab_value"", ""value"": 11.15, ""unit"": ""dimensionless""}, {""parameter"": ""drug_loading_pct"", ""value"": 23.7, ""unit"": ""%""}, {""parameter"": ""surfactant_ratio"", ""value"": 0.37, ""unit"": ""w/w""}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.571}, {""technique"": ""wet_granulation"", ""confidence"": 0.796}]",0.47,hygroscopicity_induced_phase_separation,co_crystal
EF-1386,Indomethacin,II,1,4.27,0.937,357.8,4.5,162,25,0.027,17.72,5.09,5.73,19.31,HPMC AS-LF,ASD_polymer,119,18,amphiphilic,0.791,coprecipitation,0.96,0.96,0.35,0.89,"{""min"": 50, ""max"": 80, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Copovidone"", ""compatibility_score"": 0.68}, {""excipient"": ""PVP K30"", ""compatibility_score"": 0.64}]","[{""excipient"": ""HPMC K4M"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.318}, {""excipient"": ""MCC PH101"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 0.613}]","[-0.017, 0.1233, -0.0491, 0.0143, 0.0179, 0.0927]",coprecipitation,0.869,"[{""parameter"": ""antisolvent_ratio"", ""value"": 11.78, ""unit"": ""v/v""}, {""parameter"": ""precipitation_temp_c"", ""value"": 23.81, ""unit"": ""\u00b0C""}, {""parameter"": ""drying_time_h"", ""value"": 28.69, ""unit"": ""h""}, {""parameter"": ""polymer_drug_ratio"", ""value"": 2.35, ""unit"": ""w/w""}]","[{""technique"": ""nanosuspension"", ""confidence"": 0.497}, {""technique"": ""direct_compression"", ""confidence"": 0.635}]",0.32,melting_point_depression_below_processing_window,lipid_based_drug_delivery
EF-1387,Clotrimazole,II,1,6.26,0.002,344.8,8.4,147,100,50.0,18.84,11.17,9.94,24.05,Eudragit L100,enteric_coat,130,135,amphiphilic,1.581,spray_drying,0.411,0.94,0.11,0.44,"{""min"": 16, ""max"": 49, ""unit"": ""% w/w""}",False,"[{""excipient"": ""HPMC AS-MF"", ""compatibility_score"": 0.592}, {""excipient"": ""PVP K30"", ""compatibility_score"": 0.583}]","[{""excipient"": ""PEG 4000"", ""rejection_reason"": ""oxidative_degradation_peroxide_content"", ""chi_parameter"": 2.319}, {""excipient"": ""Span 80"", ""rejection_reason"": ""high_residual_solvent_risk"", ""chi_parameter"": 0.768}]","[0.0287, 0.0045, -0.0019, 0.0649, 0.007, 0.0442]",spray_drying,0.427,"[{""parameter"": ""inlet_temp_c"", ""value"": 135.44, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 77.76, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 7.02, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 3.67, ""unit"": ""bar""}]","[{""technique"": ""direct_compression"", ""confidence"": 0.688}, {""technique"": ""coprecipitation"", ""confidence"": 0.719}]",0.6,pH_incompatibility_solubility_precipitation,micellar_solubilization
EF-1388,Ezetimibe,II,1,4.27,0.003,409.4,7.3,163,10,3.33,18.41,9.32,15.98,26.1,PVP K30,ASD_polymer,175,50,hydrophilic,1.173,spray_drying,0.721,0.93,0.16,0.68,"{""min"": 44, ""max"": 79, ""unit"": ""% w/w""}",False,"[{""excipient"": ""Eudragit L100"", ""compatibility_score"": 0.753}, {""excipient"": ""HPMC AS-LF"", ""compatibility_score"": 0.786}]","[{""excipient"": ""HPMC AS-MF"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 1.2}, {""excipient"": ""HPMC E15"", ""rejection_reason"": ""melting_point_depression_below_processing_window"", ""chi_parameter"": 0.01}]","[0.0227, 0.0514, 0.1162, 0.009, 0.0241, -0.0076]",spray_drying,0.688,"[{""parameter"": ""inlet_temp_c"", ""value"": 129.04, ""unit"": ""\u00b0C""}, {""parameter"": ""outlet_temp_c"", ""value"": 86.37, ""unit"": ""\u00b0C""}, {""parameter"": ""feed_conc_pct"", ""value"": 9.58, ""unit"": ""%""}, {""parameter"": ""atomization_pressure_bar"", ""value"": 4.31, ""unit"": ""bar""}]","[{""technique"": ""lipid_based_formulation"", ""confidence"": 0.696}, {""technique"": ""direct_compression"", ""confidence"": 0.551}]",0.22,polymorphic_conversion_under_stress,lipid_based_drug_delivery
